Year,"Geographic
Region",State of Death,"Age
Group","Veteran
Suicides","Veteran
Suicide
Rate
per
100,000","General
Population
Suicides","General
Population
Rate per
100,000"
2002,Western,Alaska,18-34,<10,--,48,31.6
2002,Western,Alaska,35-54,11,31.4*,57,27.1
2002,Western,Alaska,55-74,<10,--,10-20,--
2002,Western,Alaska,75+,<10,--,<10,--
2002,Western,Alaska,All,24,32.4,123,27.1
2002,Western,All,18-34,160,28.1,2092,12.9
2002,Western,All,35-54,652,34.5,3263,17.2
2002,Western,All,55-74,428,20.3,1550,16.4
2002,Western,All,75+,314,32.2,868,25.4
2002,Western,All,All,1556,28.0,7773,16.2
2002,Western,Arizona,18-34,25,43.9,272,20.8
2002,Western,Arizona,35-54,80,44.4,319,21.8
2002,Western,Arizona,55-74,56,25.6,169,19.4
2002,Western,Arizona,75+,41,36.9,99,30.9
2002,Western,Arizona,All,202,35.6,859,21.6
2002,Western,California,18-34,42,17.6,773,8.8
2002,Western,California,35-54,188,23.9,1262,12.5
2002,Western,California,55-74,152,16.3,693,14.4
2002,Western,California,75+,132,28.7,421,23.6
2002,Western,California,All,514,21.2,3149,12.3
2002,Western,Colorado,18-34,24,49.0,206,18.0
2002,Western,Colorado,35-54,73,42.9,327,23.5
2002,Western,Colorado,55-74,45,27.8,125,20.2
2002,Western,Colorado,75+,17,27.9*,40,20.0
2002,Western,Colorado,All,160,36.2,698,20.8
2002,Western,Hawaii,18-34,<10,--,31,10.6
2002,Western,Hawaii,35-54,<10,--,54,14.7
2002,Western,Hawaii,55-74,10,22.7*,20-30,--
2002,Western,Hawaii,75+,<10,--,<10,--
2002,Western,Hawaii,All,21,17.6,117,12.4
2002,Western,Idaho,18-34,<10,--,53,16.6
2002,Western,Idaho,35-54,15,31.9*,82,22.0
2002,Western,Idaho,55-74,13,25.5*,37,18.5
2002,Western,Idaho,75+,<10,--,20,27.5
2002,Western,Idaho,All,44,32.1,192,19.9
2002,Western,Montana,18-34,<10,--,50,25.9
2002,Western,Montana,35-54,13,36.1*,67,24.2
2002,Western,Montana,55-74,17,40.5*,43,27.3
2002,Western,Montana,75+,<10,--,14,23.4*
2002,Western,Montana,All,36,33.3,174,25.3
2002,Western,Nevada,18-34,10,41.7*,94,18.2
2002,Western,Nevada,35-54,46,52.3,174,27.2
2002,Western,Nevada,55-74,35,35.7,104,28.4
2002,Western,Nevada,75+,16,45.7*,43,43.8
2002,Western,Nevada,All,107,43.7,415,25.6
2002,Western,New Mexico,18-34,<10,--,99,23.4
2002,Western,New Mexico,35-54,39,58.2,154,28.9
2002,Western,New Mexico,55-74,22,31.4,57,19.2
2002,Western,New Mexico,75+,10-20,--,26,26.1
2002,Western,New Mexico,All,78,41.7,336,24.8
2002,Western,Oregon,18-34,12,34.3*,122,14.8
2002,Western,Oregon,35-54,61,48.8,229,21.9
2002,Western,Oregon,55-74,27,18.6,86,15.2
2002,Western,Oregon,75+,32,45.1,67,29.6
2002,Western,Oregon,All,132,35.1,504,18.9
2002,Western,Utah,18-34,12,75.0*,115,17.0
2002,Western,Utah,35-54,27,51.9,143,25.7
2002,Western,Utah,55-74,<10,--,40,15.2
2002,Western,Utah,75+,<10,--,20,21.5
2002,Western,Utah,All,51,32.3,318,20.0
2002,Western,Washington,18-34,14,19.7*,188,13.1
2002,Western,Washington,35-54,81,32.8,358,19.3
2002,Western,Washington,55-74,35,14.3,148,16.3
2002,Western,Washington,75+,33,32.7,91,27.1
2002,Western,Washington,All,164,24.7,785,17.3
2002,Western,Wyoming,18-34,<10,--,41,36.1
2002,Western,Wyoming,35-54,<10,--,37,24.3
2002,Western,Wyoming,55-74,<10,--,10,12.3*
2002,Western,Wyoming,75+,<10,--,15,55.3*
2002,Western,Wyoming,All,23,43.4,103,27.5
2002,All,U.S. Total,18-34,589,23.5,8346,12.3
2002,All,U.S. Total,35-54,2433,28.7,13159,15.5
2002,All,U.S. Total,55-74,1821,18.6,6081,13.5
2002,All,U.S. Total,75+,1288,28.0,3085,18.0
2002,All,U.S. Total,All,6138,24.2,30671,14.3
2003,Northeastern,All,18-34,76,26.2,1046,8.6
2003,Northeastern,All,35-54,267,23.4,1798,11.0
2003,Northeastern,All,55-74,272,15.3,893,9.8
2003,Northeastern,All,75+,153,16.1,399,10.7
2003,Northeastern,All,All,769,18.5,4136,10.0
2003,Northeastern,Connecticut,18-34,<10,--,61,8.5
2003,Northeastern,Connecticut,35-54,13,17.3*,124,11.4
2003,Northeastern,Connecticut,55-74,23,18.7,62,10.7
2003,Northeastern,Connecticut,75+,10-20,--,21,8.4
2003,Northeastern,Connecticut,All,49,17.4,268,10.2
2003,Northeastern,Maine,18-34,<10,--,30,11.4
2003,Northeastern,Maine,35-54,<10,--,53,12.8
2003,Northeastern,Maine,55-74,15,23.4*,36,14.9
2003,Northeastern,Maine,75+,<10,--,12,13.1*
2003,Northeastern,Maine,All,33,21.9,131,13.0
2003,Northeastern,Massachusetts,18-34,<10,--,113,7.6
2003,Northeastern,Massachusetts,35-54,34,26.2,198,10.1
2003,Northeastern,Massachusetts,55-74,24,11.3,76,7.3
2003,Northeastern,Massachusetts,75+,<10,--,32,7.2
2003,Northeastern,Massachusetts,All,73,14.7,419,8.5
2003,Northeastern,New Hampshire,18-34,<10,--,42,15.7
2003,Northeastern,New Hampshire,35-54,18,40.0*,65,15.6
2003,Northeastern,New Hampshire,55-74,10,17.5*,32,15.2
2003,Northeastern,New Hampshire,75+,<10,--,14,19.0*
2003,Northeastern,New Hampshire,All,40,29.6,153,15.8
2003,Northeastern,New Jersey,18-34,<10,--,142,7.7
2003,Northeastern,New Jersey,35-54,23,15.6,237,8.9
2003,Northeastern,New Jersey,55-74,34,13.4,144,10.2
2003,Northeastern,New Jersey,75+,10-20,--,52,9.3
2003,Northeastern,New Jersey,All,80,13.8,575,8.9
2003,Northeastern,New York,18-34,21,24.7,305,6.8
2003,Northeastern,New York,35-54,53,16.2,446,7.8
2003,Northeastern,New York,55-74,72,13.9,263,8.4
2003,Northeastern,New York,75+,41,14.7,125,10.2
2003,Northeastern,New York,All,187,15.5,1139,7.8
2003,Northeastern,Pennsylvania,18-34,29,34.1,322,12.2
2003,Northeastern,Pennsylvania,35-54,101,31.4,583,15.9
2003,Northeastern,Pennsylvania,55-74,84,17.2,250,11.4
2003,Northeastern,Pennsylvania,75+,61,22.7,132,13.5
2003,Northeastern,Pennsylvania,All,275,23.6,1287,13.6
2003,Northeastern,Rhode Island,18-34,<10,--,13,5.2*
2003,Northeastern,Rhode Island,35-54,<10,--,54,16.9
2003,Northeastern,Rhode Island,55-74,<10,--,10-20,--
2003,Northeastern,Rhode Island,75+,<10,--,<10,--
2003,Northeastern,Rhode Island,All,19,21.1*,83,10.1
2003,Northeastern,Vermont,18-34,<10,--,10-20,--
2003,Northeastern,Vermont,35-54,<10,--,38,19.4
2003,Northeastern,Vermont,55-74,<10,--,18,16.6*
2003,Northeastern,Vermont,75+,<10,--,<10,--
2003,Northeastern,Vermont,All,13,23.6*,81,17.0
2003,Midwestern,All,18-34,132,25.9,1881,12.5
2003,Midwestern,All,35-54,550,31.0,2913,15.2
2003,Midwestern,All,55-74,378,16.5,1170,11.2
2003,Midwestern,All,75+,236,22.0,534,12.9
2003,Midwestern,All,All,1297,22.9,6498,13.3
2003,Midwestern,Illinois,18-34,11,12.1*,276,9.2
2003,Midwestern,Illinois,35-54,70,26.3,439,12.0
2003,Midwestern,Illinois,55-74,52,13.8,178,9.3
2003,Midwestern,Illinois,75+,37,19.9,84,11.3
2003,Midwestern,Illinois,All,170,18.5,977,10.5
2003,Midwestern,Indiana,18-34,18,36.0*,226,15.6
2003,Midwestern,Indiana,35-54,69,36.9,328,18.2
2003,Midwestern,Indiana,55-74,28,12.7,120,12.1
2003,Midwestern,Indiana,75+,22,22.9,49,13.2
2003,Midwestern,Indiana,All,137,24.8,723,15.7
2003,Midwestern,Iowa,18-34,<10,--,87,13.1
2003,Midwestern,Iowa,35-54,33,41.3,162,19.3
2003,Midwestern,Iowa,55-74,30,27.0,55,11.2
2003,Midwestern,Iowa,75+,<10,--,33,14.5
2003,Midwestern,Iowa,All,76,28.1,337,15.2
2003,Midwestern,Kansas,18-34,<10,--,85,13.4
2003,Midwestern,Kansas,35-54,25,30.1,155,20.0
2003,Midwestern,Kansas,55-74,10-20,--,59,14.0
2003,Midwestern,Kansas,75+,17,35.4*,36,19.7
2003,Midwestern,Kansas,All,67,26.5,335,16.6
2003,Midwestern,Michigan,18-34,24,33.8,304,13.4
2003,Midwestern,Michigan,35-54,72,27.5,442,14.8
2003,Midwestern,Michigan,55-74,54,15.6,193,12.0
2003,Midwestern,Michigan,75+,29,18.4,59,9.7
2003,Midwestern,Michigan,All,180,21.5,998,13.4
2003,Midwestern,Minnesota,18-34,11,33.3*,148,12.7
2003,Midwestern,Minnesota,35-54,37,27.2,207,13.6
2003,Midwestern,Minnesota,55-74,26,14.1,73,9.5
2003,Midwestern,Minnesota,75+,19,23.5*,39,12.5
2003,Midwestern,Minnesota,All,93,21.4,467,12.4
2003,Midwestern,Missouri,18-34,18,34.6*,161,12.4
2003,Midwestern,Missouri,35-54,62,33.7,305,18.5
2003,Midwestern,Missouri,55-74,47,21.1,133,13.8
2003,Midwestern,Missouri,75+,26,25.2,61,16.4
2003,Midwestern,Missouri,All,153,27.2,660,15.4
2003,Midwestern,Nebraska,18-34,<10,--,60,14.8
2003,Midwestern,Nebraska,35-54,11,22.0*,60,12.2
2003,Midwestern,Nebraska,55-74,<10,--,22,8.1
2003,Midwestern,Nebraska,75+,10,33.3*,25,21.0
2003,Midwestern,Nebraska,All,29,18.0,167,12.9
2003,Midwestern,North Dakota,18-34,<10,--,28,18.1
2003,Midwestern,North Dakota,35-54,<10,--,35,19.4
2003,Midwestern,North Dakota,55-74,<10,--,10-20,--
2003,Midwestern,North Dakota,75+,<10,--,<10,--
2003,Midwestern,North Dakota,All,17,28.8*,78,16.0
2003,Midwestern,Ohio,18-34,21,21.9,300,11.7
2003,Midwestern,Ohio,35-54,94,28.3,446,13.2
2003,Midwestern,Ohio,55-74,66,15.8,200,10.5
2003,Midwestern,Ohio,75+,36,17.8,94,12.6
2003,Midwestern,Ohio,All,217,20.7,1040,12.1
2003,Midwestern,South Dakota,18-34,<10,--,35,20.3
2003,Midwestern,South Dakota,35-54,11,42.3*,44,20.5
2003,Midwestern,South Dakota,55-74,<10,--,10-20,--
2003,Midwestern,South Dakota,75+,<10,--,<10,--
2003,Midwestern,South Dakota,All,22,28.9,98,17.3
2003,Midwestern,Wisconsin,18-34,12,30.8*,171,13.8
2003,Midwestern,Wisconsin,35-54,57,38.3,290,17.6
2003,Midwestern,Wisconsin,55-74,44,21.9,114,13.0
2003,Midwestern,Wisconsin,75+,23,25.6,43,11.9
2003,Midwestern,Wisconsin,All,136,28.4,618,15.0
2003,Southern,Alabama,18-34,12,26.7*,146,14.0
2003,Southern,Alabama,35-54,45,30.0,206,15.9
2003,Southern,Alabama,55-74,38,22.5,111,14.1
2003,Southern,Alabama,75+,18,25.7*,49,18.2
2003,Southern,Alabama,All,113,26.0,512,15.1
2003,Southern,All,18-34,287,27.3,3249,13.1
2003,Southern,All,35-54,914,27.5,5054,16.7
2003,Southern,All,55-74,747,20.3,2526,14.7
2003,Southern,All,75+,472,28.6,1104,18.4
2003,Southern,All,All,2424,25.0,11933,15.3
2003,Southern,Arkansas,18-34,11,40.7*,95,15.2
2003,Southern,Arkansas,35-54,37,42.0,153,20.2
2003,Southern,Arkansas,55-74,20,18.5,77,15.8
2003,Southern,Arkansas,75+,20,40.8,42,23.7
2003,Southern,Arkansas,All,88,32.4,367,17.9
2003,Southern,Delaware,18-34,<10,--,15,8.0*
2003,Southern,Delaware,35-54,10,37.0*,52,21.6
2003,Southern,Delaware,55-74,<10,--,10-20,--
2003,Southern,Delaware,75+,<10,--,<10,--
2003,Southern,Delaware,All,20,25.0,89,14.4
2003,Southern,District of Columbia,18-34,<10,--,15,8.6*
2003,Southern,District of Columbia,35-54,<10,--,15,9.3*
2003,Southern,District of Columbia,55-74,<10,--,<10,--
2003,Southern,District of Columbia,75+,<10,--,<10,--
2003,Southern,District of Columbia,All,<10,--,33,7.2
2003,Southern,Florida,18-34,44,28.2,473,13.1
2003,Southern,Florida,35-54,168,31.2,943,19.4
2003,Southern,Florida,55-74,159,22.9,538,16.3
2003,Southern,Florida,75+,121,28.0,312,22.0
2003,Southern,Florida,All,493,27.1,2266,17.2
2003,Southern,Georgia,18-34,29,31.5,262,12.1
2003,Southern,Georgia,35-54,71,23.3,381,14.9
2003,Southern,Georgia,55-74,51,18.3,220,17.6
2003,Southern,Georgia,75+,37,38.9,82,22.3
2003,Southern,Georgia,All,189,24.5,945,14.9
2003,Southern,Kentucky,18-34,<10,--,174,18.0
2003,Southern,Kentucky,35-54,40,32.5,218,17.9
2003,Southern,Kentucky,55-74,40,28.4,128,18.3
2003,Southern,Kentucky,75+,10-20,--,32,13.5
2003,Southern,Kentucky,All,102,28.1,552,17.7
2003,Southern,Louisiana,18-34,14,32.6*,146,13.4
2003,Southern,Louisiana,35-54,21,18.1,183,14.2
2003,Southern,Louisiana,55-74,26,19.1,87,12.2
2003,Southern,Louisiana,75+,16,25.0*,32,13.2
2003,Southern,Louisiana,All,77,21.4,448,13.4
2003,Southern,Maryland,18-34,13,25.5*,139,11.4
2003,Southern,Maryland,35-54,32,17.5,194,11.3
2003,Southern,Maryland,55-74,27,14.1,95,10.9
2003,Southern,Maryland,75+,17,21.3*,50,16.8
2003,Southern,Maryland,All,89,17.6,478,11.6
2003,Southern,Mississippi,18-34,<10,--,105,15.2
2003,Southern,Mississippi,35-54,23,30.3,117,14.7
2003,Southern,Mississippi,55-74,28,31.1,74,16.0
2003,Southern,Mississippi,75+,20-30,--,32,20.1
2003,Southern,Mississippi,All,78,33.6,328,15.6
2003,Southern,North Carolina,18-34,25,28.4,266,13.2
2003,Southern,North Carolina,35-54,70,24.9,411,16.6
2003,Southern,North Carolina,55-74,41,13.8,181,12.9
2003,Southern,North Carolina,75+,40,32.8,74,15.9
2003,Southern,North Carolina,All,177,22.5,932,14.7
2003,Southern,Oklahoma,18-34,<10,--,139,16.8
2003,Southern,Oklahoma,35-54,37,32.5,187,19.1
2003,Southern,Oklahoma,55-74,32,22.4,92,15.4
2003,Southern,Oklahoma,75+,10-20,--,34,15.8
2003,Southern,Oklahoma,All,94,26.3,452,17.2
2003,Southern,South Carolina,18-34,<10,--,114,11.6
2003,Southern,South Carolina,35-54,44,30.1,202,16.8
2003,Southern,South Carolina,55-74,36,22.4,104,14.5
2003,Southern,South Carolina,75+,20-30,--,47,20.6
2003,Southern,South Carolina,All,110,26.5,467,14.9
2003,Southern,Tennessee,18-34,22,43.1,213,15.6
2003,Southern,Tennessee,35-54,53,28.5,325,18.9
2003,Southern,Tennessee,55-74,46,21.5,161,16.0
2003,Southern,Tennessee,75+,18,21.4*,46,13.9
2003,Southern,Tennessee,All,139,26.0,745,16.8
2003,Southern,Texas,18-34,58,26.7,655,11.7
2003,Southern,Texas,35-54,193,31.7,1034,16.6
2003,Southern,Texas,55-74,117,18.0,410,13.4
2003,Southern,Texas,75+,73,27.1,172,17.5
2003,Southern,Texas,All,441,25.3,2271,14.3
2003,Southern,Virginia,18-34,21,20.0,231,13.2
2003,Southern,Virginia,35-54,50,15.9,329,14.6
2003,Southern,Virginia,55-74,56,20.1,163,13.7
2003,Southern,Virginia,75+,19,18.3*,66,17.2
2003,Southern,Virginia,All,146,18.2,789,14.1
2003,Southern,West Virginia,18-34,<10,--,61,15.4
2003,Southern,West Virginia,35-54,18,32.1*,104,19.4
2003,Southern,West Virginia,55-74,25,32.1,69,19.4
2003,Southern,West Virginia,75+,10-20,--,25,19.0
2003,Southern,West Virginia,All,64,34.4,259,18.2
2003,Western,Alaska,18-34,<10,--,51,33.0
2003,Western,Alaska,35-54,<10,--,36,17.1
2003,Western,Alaska,55-74,<10,--,10-20,--
2003,Western,Alaska,75+,<10,--,<10,--
2003,Western,Alaska,All,27,37.0,113,24.5
2003,Western,All,18-34,173,31.6,2209,13.5
2003,Western,All,35-54,588,32.6,3318,17.3
2003,Western,All,55-74,425,19.9,1589,16.2
2003,Western,All,75+,328,33.4,876,25.2
2003,Western,All,All,1515,27.7,7992,16.4
2003,Western,Arizona,18-34,17,31.5*,249,18.7
2003,Western,Arizona,35-54,55,30.9,330,22.2
2003,Western,Arizona,55-74,43,19.4,145,15.9
2003,Western,Arizona,75+,41,36.3,87,26.5
2003,Western,Arizona,All,156,27.5,811,20.0
2003,Western,California,18-34,56,24.2,874,9.9
2003,Western,California,35-54,216,29.3,1386,13.6
2003,Western,California,55-74,123,13.2,665,13.3
2003,Western,California,75+,124,26.9,404,22.3
2003,Western,California,All,519,22.0,3329,12.9
2003,Western,Colorado,18-34,16,34.0*,184,16.1
2003,Western,Colorado,35-54,68,41.7,336,24.2
2003,Western,Colorado,55-74,49,29.2,143,22.0
2003,Western,Colorado,75+,18,29.0*,48,23.5
2003,Western,Colorado,All,151,34.3,711,21.0
2003,Western,Hawaii,18-34,<10,--,38,12.9
2003,Western,Hawaii,35-54,<10,--,49,13.4
2003,Western,Hawaii,55-74,<10,--,27,12.7
2003,Western,Hawaii,75+,<10,--,12,14.4*
2003,Western,Hawaii,All,20,16.7,126,13.2
2003,Western,Idaho,18-34,10-20,--,62,19.0
2003,Western,Idaho,35-54,16,36.4*,85,22.6
2003,Western,Idaho,55-74,16,30.2*,44,21.1
2003,Western,Idaho,75+,<10,--,18,24.2*
2003,Western,Idaho,All,50,37.0,209,21.2
2003,Western,Montana,18-34,<10,--,55,27.9
2003,Western,Montana,35-54,14,40.0*,72,26.2
2003,Western,Montana,55-74,18,42.9*,30,18.3
2003,Western,Montana,75+,<10,--,17,28.0*
2003,Western,Montana,All,45,42.1,174,25.0
2003,Western,Nevada,18-34,11,47.8*,109,20.5
2003,Western,Nevada,35-54,36,41.9,155,23.6
2003,Western,Nevada,55-74,36,36.0,95,24.5
2003,Western,Nevada,75+,27,73.0,60,58.2
2003,Western,Nevada,All,110,44.7,419,24.9
2003,Western,New Mexico,18-34,<10,--,106,24.6
2003,Western,New Mexico,35-54,10-20,--,118,22.1
2003,Western,New Mexico,55-74,19,26.8*,61,19.7
2003,Western,New Mexico,75+,19,61.3*,34,33.3
2003,Western,New Mexico,All,59,31.7,319,23.2
2003,Western,Oregon,18-34,10,30.3*,126,15.2
2003,Western,Oregon,35-54,56,47.9,249,23.8
2003,Western,Oregon,55-74,39,26.0,129,21.8
2003,Western,Oregon,75+,37,52.9,80,34.9
2003,Western,Oregon,All,142,38.4,584,21.7
2003,Western,Utah,18-34,<10,--,128,18.6
2003,Western,Utah,35-54,24,50.0,118,21.0
2003,Western,Utah,55-74,17,27.0*,55,20.0
2003,Western,Utah,75+,<10,--,18,19.1*
2003,Western,Utah,All,56,35.4,319,19.7
2003,Western,Washington,18-34,17,24.6*,201,13.9
2003,Western,Washington,35-54,68,28.6,334,18.0
2003,Western,Washington,55-74,41,16.3,160,16.9
2003,Western,Washington,75+,27,26.7,80,23.6
2003,Western,Washington,All,153,23.2,775,16.9
2003,Western,Wyoming,18-34,<10,--,26,22.5
2003,Western,Wyoming,35-54,12,70.6*,50,33.0
2003,Western,Wyoming,55-74,<10,--,16,18.9*
2003,Western,Wyoming,75+,<10,--,11,39.7*
2003,Western,Wyoming,All,27,50.9,103,27.2
2003,All,U.S. Total,18-34,668,27.9,8385,12.3
2003,All,U.S. Total,35-54,2319,28.8,13083,15.4
2003,All,U.S. Total,55-74,1822,18.4,6178,13.3
2003,All,U.S. Total,75+,1189,25.5,2913,16.8
2003,All,U.S. Total,All,6005,24.0,30559,14.1
2004,Northeastern,All,18-34,70,25.0,1113,9.2
2004,Northeastern,All,35-54,267,24.9,1904,11.6
2004,Northeastern,All,55-74,233,13.4,838,9.0
2004,Northeastern,All,75+,159,16.4,392,10.4
2004,Northeastern,All,All,729,17.9,4247,10.2
2004,Northeastern,Connecticut,18-34,<10,--,69,9.6
2004,Northeastern,Connecticut,35-54,18,25.7*,138,12.7
2004,Northeastern,Connecticut,55-74,13,10.8*,53,8.9
2004,Northeastern,Connecticut,75+,<10,--,24,9.6
2004,Northeastern,Connecticut,All,43,15.8,284,10.7
2004,Northeastern,Maine,18-34,<10,--,44,16.7
2004,Northeastern,Maine,35-54,13,28.3*,76,18.4
2004,Northeastern,Maine,55-74,10,15.6*,33,13.2
2004,Northeastern,Maine,75+,<10,--,14,15.1*
2004,Northeastern,Maine,All,29,19.5,167,16.4
2004,Northeastern,Massachusetts,18-34,<10,--,107,7.3
2004,Northeastern,Massachusetts,35-54,24,19.8,193,9.9
2004,Northeastern,Massachusetts,55-74,10-20,--,73,6.9
2004,Northeastern,Massachusetts,75+,20,16.7,40,9.0
2004,Northeastern,Massachusetts,All,68,14.0,413,8.4
2004,Northeastern,New Hampshire,18-34,<10,--,32,12.0
2004,Northeastern,New Hampshire,35-54,11,25.0*,58,13.9
2004,Northeastern,New Hampshire,55-74,11,19.6*,27,12.3
2004,Northeastern,New Hampshire,75+,<10,--,14,18.6*
2004,Northeastern,New Hampshire,All,28,20.9,131,13.4
2004,Northeastern,New Jersey,18-34,<10,--,152,8.3
2004,Northeastern,New Jersey,35-54,32,23.2,256,9.6
2004,Northeastern,New Jersey,55-74,35,14.1,109,7.6
2004,Northeastern,New Jersey,75+,20-30,--,53,9.4
2004,Northeastern,New Jersey,All,97,17.0,570,8.8
2004,Northeastern,New York,18-34,16,19.8*,320,7.2
2004,Northeastern,New York,35-54,67,21.8,470,8.3
2004,Northeastern,New York,55-74,56,11.1,243,7.6
2004,Northeastern,New York,75+,41,14.5,112,9.1
2004,Northeastern,New York,All,180,15.3,1145,7.8
2004,Northeastern,Pennsylvania,18-34,29,35.8,348,13.1
2004,Northeastern,Pennsylvania,35-54,93,30.8,637,17.3
2004,Northeastern,Pennsylvania,55-74,77,16.0,263,11.8
2004,Northeastern,Pennsylvania,75+,49,17.9,119,12.1
2004,Northeastern,Pennsylvania,All,248,21.8,1367,14.3
2004,Northeastern,Rhode Island,18-34,<10,--,18,7.2*
2004,Northeastern,Rhode Island,35-54,<10,--,41,12.8
2004,Northeastern,Rhode Island,55-74,<10,--,10-20,--
2004,Northeastern,Rhode Island,75+,<10,--,<10,--
2004,Northeastern,Rhode Island,All,16,18.6*,80,9.7
2004,Northeastern,Vermont,18-34,<10,--,23,17.4
2004,Northeastern,Vermont,35-54,<10,--,35,18.0
2004,Northeastern,Vermont,55-74,<10,--,21,18.7
2004,Northeastern,Vermont,75+,<10,--,11,28.1*
2004,Northeastern,Vermont,All,20,36.4,90,18.8
2004,Midwestern,All,18-34,119,24.1,2005,13.3
2004,Midwestern,All,35-54,527,31.4,3021,15.8
2004,Midwestern,All,55-74,389,16.9,1278,11.9
2004,Midwestern,All,75+,231,20.9,523,12.5
2004,Midwestern,All,All,1266,22.7,6827,13.9
2004,Midwestern,Illinois,18-34,15,16.9*,293,9.8
2004,Midwestern,Illinois,35-54,65,25.7,426,11.7
2004,Midwestern,Illinois,55-74,64,17.1,196,10.0
2004,Midwestern,Illinois,75+,20,10.6,75,10.0
2004,Midwestern,Illinois,All,164,18.1,990,10.6
2004,Midwestern,Indiana,18-34,14,28.6*,197,13.6
2004,Midwestern,Indiana,35-54,58,33.0,289,16.0
2004,Midwestern,Indiana,55-74,36,16.3,134,13.2
2004,Midwestern,Indiana,75+,25,25.3,56,14.9
2004,Midwestern,Indiana,All,133,24.4,676,14.5
2004,Midwestern,Iowa,18-34,<10,--,104,15.7
2004,Midwestern,Iowa,35-54,26,33.8,142,17.0
2004,Midwestern,Iowa,55-74,17,15.2*,58,11.5
2004,Midwestern,Iowa,75+,<10,--,27,11.8
2004,Midwestern,Iowa,All,57,21.1,331,14.8
2004,Midwestern,Kansas,18-34,<10,--,109,17.1
2004,Midwestern,Kansas,35-54,29,36.7,155,20.0
2004,Midwestern,Kansas,55-74,17,17.5*,68,15.7
2004,Midwestern,Kansas,75+,10-20,--,26,14.1
2004,Midwestern,Kansas,All,67,26.8,358,17.6
2004,Midwestern,Michigan,18-34,15,22.1*,280,12.4
2004,Midwestern,Michigan,35-54,87,36.0,512,17.2
2004,Midwestern,Michigan,55-74,56,16.2,189,11.4
2004,Midwestern,Michigan,75+,45,27.8,77,12.6
2004,Midwestern,Michigan,All,203,24.8,1058,14.1
2004,Midwestern,Minnesota,18-34,<10,--,162,13.8
2004,Midwestern,Minnesota,35-54,48,38.1,228,14.9
2004,Midwestern,Minnesota,55-74,32,17.0,76,9.6
2004,Midwestern,Minnesota,75+,20-30,--,39,12.4
2004,Midwestern,Minnesota,All,108,25.2,505,13.3
2004,Midwestern,Missouri,18-34,16,32.0*,184,14.0
2004,Midwestern,Missouri,35-54,54,30.5,304,18.4
2004,Midwestern,Missouri,55-74,42,18.7,130,13.2
2004,Midwestern,Missouri,75+,32,30.2,66,17.7
2004,Midwestern,Missouri,All,144,25.8,684,15.8
2004,Midwestern,Nebraska,18-34,<10,--,47,11.5
2004,Midwestern,Nebraska,35-54,17,35.4*,73,14.8
2004,Midwestern,Nebraska,55-74,<10,--,25,8.9
2004,Midwestern,Nebraska,75+,<10,--,11,9.2*
2004,Midwestern,Nebraska,All,32,19.9,156,12.0
2004,Midwestern,North Dakota,18-34,<10,--,29,18.2
2004,Midwestern,North Dakota,35-54,<10,--,26,14.4
2004,Midwestern,North Dakota,55-74,<10,--,10-20,--
2004,Midwestern,North Dakota,75+,<10,--,<10,--
2004,Midwestern,North Dakota,All,14,23.7*,69,13.9
2004,Midwestern,Ohio,18-34,18,19.4*,357,14.0
2004,Midwestern,Ohio,35-54,92,29.3,544,16.1
2004,Midwestern,Ohio,55-74,71,16.9,264,13.5
2004,Midwestern,Ohio,75+,45,21.7,100,13.3
2004,Midwestern,Ohio,All,226,21.9,1265,14.7
2004,Midwestern,South Dakota,18-34,<10,--,42,24.0
2004,Midwestern,South Dakota,35-54,10,38.5*,38,17.7
2004,Midwestern,South Dakota,55-74,<10,--,10-20,--
2004,Midwestern,South Dakota,75+,<10,--,<10,--
2004,Midwestern,South Dakota,All,22,28.6,100,17.4
2004,Midwestern,Wisconsin,18-34,10,26.3*,201,16.2
2004,Midwestern,Wisconsin,35-54,36,25.5,284,17.2
2004,Midwestern,Wisconsin,55-74,37,18.4,116,12.8
2004,Midwestern,Wisconsin,75+,13,14.1*,34,9.3
2004,Midwestern,Wisconsin,All,96,20.3,635,15.3
2004,Southern,Alabama,18-34,13,31.0*,145,13.9
2004,Southern,Alabama,35-54,37,25.7,211,16.3
2004,Southern,Alabama,55-74,33,19.5,125,15.4
2004,Southern,Alabama,75+,29,40.3,48,17.8
2004,Southern,Alabama,All,112,26.2,529,15.5
2004,Southern,All,18-34,277,26.8,3296,13.2
2004,Southern,All,35-54,876,27.0,5203,17.0
2004,Southern,All,55-74,812,22.0,2561,14.4
2004,Southern,All,75+,546,31.9,1166,19.2
2004,Southern,All,All,2513,26.0,12226,15.4
2004,Southern,Arkansas,18-34,14,53.8*,91,14.4
2004,Southern,Arkansas,35-54,34,39.5,157,20.7
